product_type,product_package_name_ar,product_package_name_en,product_duration,product_package_descr_ar,product_package_descr_en,product_package_validity,value_proposition_ar,value_proposition_en,frequency,label_ar,label_en,product_quantity,roles,price,discounted_price,cat_arabic_name,cat_english_name,product_package_id,product_package_offer_id
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",15,14.25,دراجات نارية ورباعية,Motorcycles & ATVs,787,5576
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,,,1,"{public,single}",31,,شاليهات وكبائن للبيع,Chalets & Cabins For Sale,787,701
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",23,21.85,باصات ومركبات ثقيلة,Trucks & Buses,787,5579
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",21,,عقارات تجارية للإيجار,Commercials For Rent,787,5858
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",26,24.7,أرقام لوحات,Number Plates,787,5577
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",17,16.32,الأثاث والديكور المنزلي,Home Furniture & Decor,787,5650
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",18,16.2,موبايلات واكسسواراتها,Mobile Phones & Accessories,787,5668
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",18,,غرف للإيجار,Rooms for Rent,787,5814
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",12,7.2,مجوهرات و فوبجو,Jewelry & Faux-Bijoux,787,5497
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",22,14.96,وظائف شاغرة,Jobs Available,787,5518
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",5,3,الموضة والجمال,Fashion & Beauty,787,5633
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",21,,أراضي للإيجار,Lands for Rent,787,5842
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",12,7.2,ساعات,Watches,787,5498
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,,,1,"{public,single}",31,,اراضي للبيع,Lands for Sale,787,4100
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",21,,شقق وفلل للإيجار,Apartments & Villas For Rent,787,5787
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",9,5.4,حقائب السفر,Luggage,870,5480
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",9,5.4,المكياج ومستحضرات التجميل,Make-up & Cosmetics,870,5481
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",42,39.9,مركبات أخرى,Others Vehicles,870,5544
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",41,,اراضي للبيع,Lands for Sale,870,4850
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",20,16,المعدات الرياضة,Sports & Equipment,870,5687
auto_refresh_ad,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,7 days,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,30 days,"","",12:00:00,"","",1,"{public,single}",33,,اراضي للبيع,Lands for Sale,1256,4505
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",13,11.7,موبايلات واكسسواراتها,Mobile Phones & Accessories,870,5662
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",29,,شاليهات وكبائن للبيع,Chalets & Cabins For Sale,870,4849
auto_refresh_ad,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,7 days,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,30 days,"","",12:00:00,"","",1,"{public,single}",12,10.8,أدوات وأجهزة المطبخ,Kitchen Equipment & Appliances,1256,5408
auto_refresh_ad,12 اعلانات مميزة صالحة لغاية 3 اشهر,12 Featured Ads- valid for 3 months,"14 days, 0:00:00",12 اعلانات مميزة صالحة لغاية 3 اشهر,12 Featured Ads- valid for 3 months,90 days,"","","1 day, 0:00:00","","",12,"{public,multiple}",0,,الكترونيات وأجهزة منزلية,Electronics & Home Appliances,1326,4779
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",9,5.22,مستلزمات أطفال,Kids & Babies,870,5652
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",32,,سيارات للإيجار,Cars for Rent,870,5718
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",23,,شاليهات وكبائن للإيجار,Chalets & Cabins For Rent,870,5811
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",26,,شقق وفلل للإيجار,Apartments & Villas For Rent,870,5789
auto_refresh_ad,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,7 days,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,30 days,"","",12:00:00,"","",1,"{public,single}",18,,شاليهات وكبائن للإيجار,Chalets & Cabins For Rent,1256,5802
auto_refresh_ad,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,7 days,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,30 days,"","",12:00:00,"","",1,"{public,single}",24,,شاليهات وكبائن للبيع,Chalets & Cabins For Sale,1256,4499
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,ألعاب الفيديو,Video Games,794,5449
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",4,,أسماك,Fish,794,5531
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",23,,شاليهات وكبائن للإيجار,Chalets & Cabins For Rent,794,5815
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",26,,ابنية ووحدات متعددة,Buildings & Multiple Units,794,4105
ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days",30 days,"","",,"","",1,"{public,single}",46,42,أراضي للإيجار,Lands for Rent,1273,5841
ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days",30 days,"","",,"","",1,"{public,single}",74.5,67,شاليهات وكبائن للبيع,Chalets & Cabins For Sale,1273,4600
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,موبايلات,Mobile Phones,794,5525
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",4,,خيول,Horses,794,5532
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,أجهزة تكييف وتدفئة,"AC, Cooling & Heating",794,5439
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,مستلزمات الحيوانات,Animal & Pet accessories,794,5527
ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days",30 days,"","",,"","",1,"{public,single}",74.5,67,شقق وفلل للبيع,Apartments & Villas For Sale,1273,4604
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,لابتوب، تابلت و كمبيوتر,"Laptops, Tablets, Computers",794,5446
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",16,,أرقام لوحات,Number Plates,794,5568
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",26,,شاليهات وكبائن للبيع,Chalets & Cabins For Sale,794,750
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",5,,أكسسوارات للمركبات,All Vehicles Accessories,794,5562
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",23,,شقق وفلل للإيجار,Apartments & Villas For Rent,794,5798
ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days",30 days,"","",,"","",1,"{public,single}",48,44,عقارات تجارية للإيجار,Commercials For Rent,1273,5847
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",23,,عقارات تجارية للإيجار,Commercials For Rent,794,5856
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,أجهزة ألعاب الفيديو والإكسسوارات,Gaming Consoles & Accessories,794,5443
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",19,,غرف للإيجار,Rooms for Rent,794,5829
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",20,,سيارات للبيع,Cars for Sale,794,5566
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",11,9.9,موبايلات واكسسواراتها,Mobile Phones & Accessories,871,5664
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",3,2.7,ألعاب الفيديو,Video Games,871,5437
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",10,5.5,خدمات,Services,871,5680
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",22,,اراضي للبيع,Lands for Sale,871,4495
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",5,3,ملابس للرجال,Clothing for Men,871,5488
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",5,2.9,مستلزمات أطفال,Kids & Babies,871,5654
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00",الأكثر مبيعا,Best Selling,1,"{public,single}",5,4.5,أجهزة ألعاب الفيديو والإكسسوارات,Gaming Consoles & Accessories,871,5431
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",21,,شقق وفلل للبيع,Apartments & Villas For Sale,871,4491
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",8,7.2,لابتوب، تابلت و كمبيوتر,"Laptops, Tablets, Computers",871,5434
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",14,11.2,المعدات الرياضة,Sports & Equipment,871,5689
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",16,,أراضي للإيجار,Lands for Rent,871,5848
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",3,2.7,أجهزة تنضيف,Cleaning Appliances,871,5429
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",3,2.7,قطع الكمبيوتر وأجهزة إتصالات,Computer Parts & IT Accessories,871,5430
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00",الأكثر مبيعا,Best Selling,1,"{public,single}",5,3,اكسسوارات للنساء,Accessories for Women,871,5487
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",8,,مواهب، موسيقى وفنون وكتب,"Hobbies, Music, Art & Books",871,5637
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",18,10.8,ساعات,Watches,870,5482
auto_refresh_ad,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,7 days,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,30 days,"","",12:00:00,الأكثر مبيعا,Best Selling,1,"{public,single}",5,4.5,قطع الكمبيوتر وأجهزة إتصالات,Computer Parts & IT Accessories,1256,5405
auto_refresh_ad,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,7 days,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,30 days,"","",12:00:00,"","",1,"{public,single}",32,,شقق وفلل للبيع,Apartments & Villas For Sale,1256,4502
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",9,5.4,اكسسوارات للنساء,Accessories for Women,870,5476
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",6,5.7,أكسسوارات للمركبات,All Vehicles Accessories,870,5537
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",23,,غرف للإيجار,Rooms for Rent,870,5830
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",18,10.8,مجوهرات و فوبجو,Jewelry & Faux-Bijoux,870,5479
auto_refresh_ad,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,7 days,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,30 days,"","",12:00:00,"","",1,"{public,single}",32,,ابنية ووحدات متعددة,Buildings & Multiple Units,1256,4498
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",14,13.44,الأثاث والديكور المنزلي,Home Furniture & Decor,870,5644
auto_refresh_ad,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,7 days,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,30 days,"","",12:00:00,الأكثر مبيعا,Best Selling,1,"{public,single}",5,4.5,أجهزة صوتية، سماعات ومكبرات صوت,Home Audio & Speakers,1256,5407
auto_refresh_ad,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,7 days,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,30 days,"","",12:00:00,"","",1,"{public,single}",9,8.1,أجهزة ألعاب الفيديو والإكسسوارات,Gaming Consoles & Accessories,1256,5406
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00",,,1,"{public,single}",38,,ابنية ووحدات متعددة,Buildings & Multiple Units,870,4109
auto_refresh_ad,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,7 days,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,30 days,"","",12:00:00,الأكثر مبيعا,Best Selling,1,"{public,single}",5,4.5,أجهزة تنضيف,Cleaning Appliances,1256,5404
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",32,30.4,قوارب,Boats,870,5539
auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,"","","1 day, 0:00:00","","",1,"{public,single}",32,30.4,باصات ومركبات ثقيلة,Trucks & Buses,870,5545
